abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
"Texas legislators are scrambling to scale back high school graduation requirements, a prospect that concerns some educators and pleases others.","Following backlash over the rocky institution of a new student assessment system last spring, Texas lawmakers are scrambling to scale back the requirements they passed four years ago. As the Legislature tackles such reform, attention is also focused on another area of education policy: high school graduation requirements. ","{'main': 'Weighing Prospect of Changes in Graduation Requirements', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Weighing Prospect of Changes In Graduation Requirements', 'name': None, 'seo': None, 'sub': None}",Weighing Prospect of Changes in Graduation Requirements,0.08,0.27,0.0493939393939394,0.2768686868686869,0.0,0.0,2013,2
"After vigorous lobbying by the health industry, seven Republican governors are moving to accept federal funds under the health care law to add medical coverage for more low-income people.","Under pressure from the health care industry and consumer advocates, seven Republican governors are cautiously moving to expand Medicaid, giving an unexpected boost to President Obama’s plan to insure some 30 million more Americans.","{'main': 'Governors Fall Away\r\nin G.O.P. Opposition\r\nto More Medicaid', 'kicker': None, 'content_kicker': None, 'print_headline': 'G.O.P. Governors Providing a Lift For Health Law', 'name': None, 'seo': None, 'sub': None}","Governors Fall Away
in G.O.P. Opposition
to More Medicaid",0.25,0.25,0.3,0.75,0.5,0.5,2013,2
"Political news from today’s Times, plus a look at what’s happening in Washington.",In Today’s Times:,"{'main': 'The Early Word: An Unexpected Assist', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Early Word: An Unexpected Assist,0.0,0.1,0.0,0.0,0.1,0.65,2013,2
As the latest fiscal deadline approaches the White House is signaling that it is still interested in a big deficit-reduction deal and as evidence of good faith has left on the table proposed Medicare and Social Security cuts that liberals hate.,"WASHINGTON – Even as President Obama lashes out at Republicans over the automatic spending cuts that take effect next week, he is simultaneously sending them a strikingly different message: he is still interested in a big deficit-reduction deal and as evidence of his good faith has left on the table proposed Medicare and Social Security cuts that liberals hate.","{'main': 'Critical Differences Belie Hopes for a Grand Bargain', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': 'Deep Differences Cloud Obama’s Budget Hopes', 'name': None, 'seo': None, 'sub': None}",Critical Differences Belie Hopes for a Grand Bargain,0.08541666666666667,0.38333333333333336,0.022916666666666655,0.3458333333333334,0.25,0.9,2013,2
The focus on disruptions if spending cuts take effect showed that the Obama administration believed that the threat of widespread travel problems could force Republicans to the bargaining table.,WASHINGTON — The White House on Friday warned of potentially severe disruptions in air travel if across-the-board spending cuts take effect in less than a week as President Obama intensified pressure on Congressional Republicans to entertain spending reductions and tax increases to avoid furloughing federal workers and limiting services.,"{'main': 'White House Uses Air Delays as Budget Prod', 'kicker': None, 'content_kicker': None, 'print_headline': 'White House Uses Air Delays As Budget Prod', 'name': None, 'seo': None, 'sub': None}",White House Uses Air Delays as Budget Prod,0.0,0.0,-0.016666666666666663,0.49166666666666664,0.0,0.0,2013,2
"Our Academy Awards forecasts are based on the awards that were given out in the run-up to the Oscars, the closest equivalent to pre-election polls. But just as our election forecasts assign more weight to certain polls, we do not treat all awards equally.","Twice before, in 2009 and 2011, I sought to predict the Academy Award winners in six major categories based on a mix of statistical factors. My track record? Nine correct picks in 12 tries, for a 75 percent success rate. Not bad, but also not good enough to suggest that there is any magic formula for this.","{'main': 'Oscar Predictions, Election-Style', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Oscar Predictions, Election-Style",0.2380952380952381,0.44047619047619047,0.1089285714285714,0.5238095238095238,0.0,0.0,2013,2
"Aside from disputes about whether torture succeeds, theologians wonder if it should be accepted by society if it does succeed.","Almost nine years ago, journalists on “60 Minutes II” and at The New Yorker revealed a trove of photographs showing the abuse and humiliation of Iraqi detainees by American soldiers at Abu Ghraib prison. The images of inmates variously stripped, hooded, leashed like a dog, piled into naked heaps and forced to simulate oral sex then spread widely, causing international outcry.","{'main': '‘Zero Dark Thirty,’ Through a Theological Lens', 'kicker': 'On Religion', 'content_kicker': None, 'print_headline': '‘Zero Dark Thirty,’ Through a Theological Lens', 'name': None, 'seo': None, 'sub': None}","‘Zero Dark Thirty,’ Through a Theological Lens",0.7,0.1,-0.03766233766233767,0.2792207792207792,-0.15,0.4,2013,2
"A windy storm brought most travel to a crawl in parts of Kansas and Missouri, where emergencies were declared.","KANSAS CITY, Mo. — Lightning flashed and thunder rumbled as a frigid, windy winter storm whipped through the middle of the country on Thursday, dumping more than a foot of snow in some areas. Highways looked like obstacle courses with jackknifed trucks and other vehicles stuck on roads and in ditches.","{'main': 'A Foot or More of Snow Slams Midwest States', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Foot or More of Snow Slams Midwest States', 'name': None, 'seo': None, 'sub': None}",A Foot or More of Snow Slams Midwest States,0.5,0.5,-0.13125,0.46875,0.5,0.5,2013,2
"Activists say illegal immigrants are being forced out of the country at the wrong moment, as the promise of eventual citizenship seems around the corner in an overhaul of the immigration system.","WASHINGTON — As President Obama intensifies his campaign for a broad overhaul of the nation’s immigration system, advocates for America’s 11 million illegal immigrants are stepping up demands that he stop what has become one of the most aggressive and efficient efforts in decades to round up and deport people who are in the United States unlawfully.","{'main': 'Seeing Citizenship Path Near, Activists Push Obama to Slow Deportations', 'kicker': None, 'content_kicker': None, 'print_headline': 'Seeing Citizenship Path Near, Activists Push Obama to Slow Deportations', 'name': None, 'seo': None, 'sub': None}","Seeing Citizenship Path Near, Activists Push Obama to Slow Deportations",-0.43333333333333335,0.5333333333333333,-0.034375,0.428125,-0.10000000000000002,0.4,2013,2
"Conservative groups said they would use the weeklong recess to unearth damaging information about the defense secretary nominee. Turns out, that’s expensive work.",Conservative groups working to derail the nomination of Chuck Hagel as defense secretary said last week that they planned to use the Senate’s weeklong recess to unearth anything they could to block him.,"{'main': 'Digging for Hagel Dirt: An Update', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Digging for Hagel Dirt: An Update,-0.5,0.7,0.0,0.06666666666666667,0.0,0.0,2013,2
"As Graph Search is more widely disseminated, Facebook users may be stunned to learn how they can be found.","NEW YORK — Oh, the things you learn on Facebook’s new search engine! Among them: that the hardware chain Home Depot wins the top ranking among employers of people who “like” sadomasochism; that a lot of people are not embarrassed to profess a “like” of Hitler, but only nine of them reside in Germany, including one man with an apparently Muslim name who claims to work for NASA; and that abortion is prominently labeled a disease, and more than 6,000 people “like” it anyway.","{'main': ""What Facebook's Search Engine Tells Us"", 'kicker': 'Currents', 'content_kicker': None, 'print_headline': ""What Facebook's Search Engine Tells Us"", 'name': None, 'seo': None, 'sub': None}",What Facebook's Search Engine Tells Us,0.2,0.45,0.2696022727272727,0.5573863636363636,0.0,0.0,2013,2
President Obama is just seven days away from the first significant test of his second term as deep spending cuts loom.,"WASHINGTON — President Obama is just seven days away from the first significant test of his second term as deep spending cuts loom, yet inside the White House a clear sense of confidence stands in contrast to the air of crisis that surrounded previous fiscal showdowns with Republicans.","{'main': 'For Obama and Team, Calm, Not Crisis, in Latest Fiscal Battle', 'kicker': 'White House Memo', 'content_kicker': None, 'print_headline': 'For Obama and Team, Calm, Not Crisis, in Latest Fiscal Battle', 'name': None, 'seo': None, 'sub': None}","For Obama and Team, Calm, Not Crisis, in Latest Fiscal Battle",0.15625,0.40208333333333335,0.07976190476190477,0.3083333333333333,0.4,0.825,2013,2
"New Mexico lawmakers are seeking new ways to protect chile peppers, the state’s official vegetable, from competitors.","SANTA FE, N.M. — Chile peppers are to New Mexico what oranges are to Florida, apples are to Washington and peanuts are to Virginia: a defining source of chest-thumping pride. It is also the state’s official vegetable and the reason for such thing as the state’s official question — “Red or green?”","{'main': 'As the Competition Heats Up, So Does a Fight Over Homegrown Peppers', 'kicker': None, 'content_kicker': None, 'print_headline': 'As the Competition Heats Up, So Does a Fight Over Homegrown Peppers', 'name': None, 'seo': None, 'sub': None}","As the Competition Heats Up, So Does a Fight Over Homegrown Peppers",0.13636363636363635,0.45454545454545453,-0.015909090909090914,0.31363636363636366,0.0,0.0,2013,2
"Farmers, ranchers and officials across the area had hoped for plentiful snows to replenish the ground and refill rivers, but that has not come to pass.","DENVER — After enduring last summer’s destructive drought, farmers, ranchers and officials across the parched Western states had hoped that plentiful winter snows would replenish the ground and refill their rivers, breaking the grip of one of the worst dry spells in American history. No such luck.","{'main': 'Thin Snowpack in West Signals Summer of Drought', 'kicker': None, 'content_kicker': None, 'print_headline': 'Thin Snowpack in West Signals Summer of Drought', 'name': None, 'seo': None, 'sub': None}",Thin Snowpack in West Signals Summer of Drought,0.0,0.0,-0.2380952380952381,0.3952380952380952,-0.4,0.8500000000000001,2013,2
"Sheryl Sandberg, Facebook’s chief operating officer, is attempting to start a national discussion for women in the workplace with her new book, and a social movement.","Before Sheryl Sandberg, the chief operating officer of Facebook, started to write “Lean In,” her book-slash-manifesto on women in the workplace, she rereadBetty Friedan’s “The Feminine Mystique.” Like the homemaker turned activist who helped start a revolution 50 years ago, Ms. Sandberg wanted to do far more than sell books.","{'main': 'A Titan’s How-To on Breaking the Glass Ceiling', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Titan’s How-To on Breaking the Glass Ceiling', 'name': None, 'seo': None, 'sub': None}",A Titan’s How-To on Breaking the Glass Ceiling,0.08484848484848484,0.2606060606060606,0.3,0.75,0.0,0.0,2013,2
"Political news from today’s Times, a look at the president’s weekly address and the latest happenings in Washington.",Today’s Times,"{'main': 'The Weekend Word: One-of-a-Kind', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",The Weekend Word: One-of-a-Kind,0.25,0.5,0.0,0.0,0.0,0.0,2013,2
President Obama’s political team is attempting to raise $50 million to convert his re-election campaign into a powerhouse lobbying group for his second-term goals.,"President Obama’s political team is fanning out across the country in pursuit of an ambitious goal: raising $50 million to convert his re-election campaign into a powerhouse national advocacy network, a sum that would rank the new group as one of Washington’s biggest lobbying operations.","{'main': 'Obama’s Backers Seek Big Donors to Press Agenda', 'kicker': None, 'content_kicker': None, 'print_headline': ""Obama's Backers Seek Big Donors To Press Agenda"", 'name': None, 'seo': None, 'sub': None}",Obama’s Backers Seek Big Donors to Press Agenda,0.0,0.1,-0.10340909090909092,0.5511363636363636,0.0,0.1,2013,2
A study has shown that pilots of drone aircraft experience mental health problems much like those of pilots who are deployed to war.,"In the first study of its kind, researchers with the Defense Department have found that pilots of drone aircraft experience mental health problems like depression, anxiety and post-traumatic stress at the same rate as pilots of manned aircraft who are deployed to Iraq or Afghanistan.","{'main': 'Drone Pilots Are Found to Get Stress Disorders Much as Those in Combat Do', 'kicker': None, 'content_kicker': None, 'print_headline': 'Drone Pilots Are Found to Get Stress Disorders Much as Those in Combat Do', 'name': None, 'seo': None, 'sub': None}",Drone Pilots Are Found to Get Stress Disorders Much as Those in Combat Do,0.05,0.2,0.1875,0.38958333333333334,0.2,0.2,2013,2
"By the end of this week, federal agencies will notify governors, private contractors and other stakeholders of the dollars they would be about to lose if across-the-board budget cuts go into effect.","WASHINGTON — In the first week of March, a laid-off person living on $300 a week in unemployment benefits is liable to find a surprise in the mailbox: notification from Uncle Sam that come April the check will be $33 lighter.","{'main': 'Hard Budget Realities as Agencies Prepare to Detail Reductions', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hard Budget Realities As Agencies Prepare To Detail Reductions', 'name': None, 'seo': None, 'sub': None}",Hard Budget Realities as Agencies Prepare to Detail Reductions,-0.008333333333333331,0.5499999999999999,0.075,0.41666666666666663,-0.2916666666666667,0.5416666666666666,2013,2
"Supporters say the tank will bring much-needed jobs and boost the local economy; detractors warn it will be dangerous, blight the coastline, lower property values and drive away tourists.","SEARSPORT, Me. — In the winter of 2007, thousands of homes and businesses in rural Maine almost lost their heat because of a severe propane shortage.","{'main': 'A Proposal for a Propane Tank Looms Large Over a Maine Coastal Town', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Proposal for a Propane Tank Looms Large Over a Maine Coastal Town', 'name': None, 'seo': None, 'sub': None}",A Proposal for a Propane Tank Looms Large Over a Maine Coastal Town,-0.3,0.45,0.0,0.0,0.21428571428571427,0.42857142857142855,2013,2
Congress will begin to consider legislation this week that is likely to include expanded background checks for gun buyers and increased penalties for those who purchase guns for criminals.,"WASHINGTON — After weeks of sometimes wrenching debate over gun safety, Congress will begin to consider legislation this week that is likely to include expanded background checks for gun buyers and increased penalties for those who purchase guns for criminals. ","{'main': 'Congress Set to Consider Tighter Rules on Firearms', 'kicker': None, 'content_kicker': None, 'print_headline': 'Congress Set To Consider Tighter Rules On Firearms', 'name': None, 'seo': None, 'sub': None}",Congress Set to Consider Tighter Rules on Firearms,0.0,1.0,0.0,1.0,0.0,0.0,2013,2
"Transportation Secretary Ray LaHood, Education Secretary Arne Duncan and a host of governors join the Sunday programs to talk about the looming across-the-board budget cuts.","With the federal government warning that the across-the-board budget cuts scheduled to take effect Friday could cause air travel delays and other problems, Transportation Secretary Ray LaHood will join NBC’s “Meet the Press” on Sunday.","{'main': 'Sunday Breakfast Menu, Feb. 24', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Sunday Breakfast Menu, Feb. 24",0.1,0.9,-0.012499999999999997,0.6375,0.0,0.0,2013,2
"In contrast to a version of the Violence Against Women Act passed in the Senate, a House version excludes specific protections for gay, bisexual or transgender victims of domestic abuse, and offers limited provisions for Native American women on reservations.","The version of the Violence Against Women Reauthorization Act that House Republicans unveiled Friday afternoon — which excludes specific protections for gay, bisexual or transgender victims of domestic abuse, and offers limited provisions for Native American women on reservations — is already facing fierce criticism from Democrats and women’s and human rights groups.","{'main': 'House G.O.P. Offers Violence Act With Fewer Specific Protections', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",House G.O.P. Offers Violence Act With Fewer Specific Protections,0.07420634920634922,0.15853174603174602,0.06360544217687077,0.1501700680272109,0.05,0.0625,2013,2
"Topographic and meteorological factors combine to trap auto emissions and other air pollutants in the region, a problem with no easy solution.",SALT LAKE CITY — Utah has long been known as an outdoor lover’s utopia. The skiing and mountain biking are among the best anywhere. And the snow-clotted mountains that tower around Salt Lake give this city a mythic quality during winter.,"{'main': 'Seen as Nature Lovers’ Paradise, Utah Struggles With Air Quality', 'kicker': None, 'content_kicker': None, 'print_headline': 'Seen as Nature Lovers’ Paradise, Utah Struggles With Air Quality', 'name': None, 'seo': None, 'sub': None}","Seen as Nature Lovers’ Paradise, Utah Struggles With Air Quality",-0.17083333333333334,0.6041666666666667,0.475,0.35,0.0,0.0,2013,2
Michelle Obama’s appearance with the talk show host Jimmy Fallon was an effort “to encourage parents everywhere to get up and get moving with their kids.”,"The first lady, Michelle Obama, won rave reviews on Saturday for her dancing. ","{'main': 'When Moms (and First Ladies) Dance', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",When Moms (and First Ladies) Dance,0.0,0.0,0.25,0.3333333333333333,0.25,0.3333333333333333,2013,2
"Sheryl Sandberg’s “Lean In” movement has already inspired many debates, including the role of government in helping achieve equality. Add your voice.","Sheryl Sandberg, perhaps the country’s most prominent female tech executive, aspires to share her secrets through success via a new social movement. ","{'main': 'Sandberg, Feminism and the Politics of Class', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Sandberg, Feminism and the Politics of Class",0.5,0.5,0.244949494949495,0.36464646464646466,0.0,0.0,2013,2
"Six underground tanks holding radioactive waste are leaking at the Hanford Nuclear Reservation in eastern Washington, Gov. Jay Inslee said.","SEATTLE — Six underground tanks holding radioactive waste are leaking at the Hanford Nuclear Reservation in eastern Washington, Gov. Jay Inslee said on Friday after a meeting with federal officials overseeing the cleanup of the nation’s most polluted nuclear site. ","{'main': 'Underground Nuclear Tanks Leaking in Washington State', 'kicker': None, 'content_kicker': None, 'print_headline': 'Underground Nuclear Tanks Leaking in Washington State', 'name': None, 'seo': None, 'sub': None}",Underground Nuclear Tanks Leaking in Washington State,-0.2,0.0,0.15,0.25,0.0,0.0,2013,2
Governors of both parties pleaded with President Obama and Congress to give them more discretion over the use of federal money so they could minimize the pain for their citizens.,"WASHINGTON — Governors of both parties said on Saturday that they knew federal budget cuts were coming, and they pleaded with President Obama and Congress to give them more discretion over the use of federal money so they could minimize the pain for their citizens.","{'main': 'As Cuts Loom, Governors Seek More Control of Federal Funds to Lessen the Pain ', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Cuts Loom, Governors Seek More Control of Federal Funds to Lessen the Pain', 'name': None, 'seo': None, 'sub': None}","As Cuts Loom, Governors Seek More Control of Federal Funds to Lessen the Pain ",0.5,0.5,0.5,0.5,0.5,0.5,2013,2
State officials fear that the budget impasse in Washington will saddle them with spending cuts that threaten to slow their recoveries or thrust them back into recession.,"States are increasingly alarmed that they could become collateral damage in Washington’s latest fiscal battle, fearing that the impasse could saddle them with across-the-board spending cuts that threaten to slow their fragile recoveries or thrust them back into recession.","{'main': 'Fear of U.S. Cuts Grows in States Where Aid Flows', 'kicker': None, 'content_kicker': None, 'print_headline': 'Fear of U.S. Cuts Grows in States Where Aid Flows', 'name': None, 'seo': None, 'sub': None}",Fear of U.S. Cuts Grows in States Where Aid Flows,-0.15000000000000002,0.19999999999999998,0.059999999999999984,0.54,0.0,0.0,2013,2
"At the Religious Education Congress in Los Angeles, the nation’s largest annual gathering of Roman Catholics, many have been re-evaluating Cardinal Roger M. Mahony’s legacy.","ANAHEIM, Calif. — For decades, Cardinal Roger M. Mahony was the convener and the star of the nation’s largest annual gathering of Roman Catholics, which opened here on Thursday.","{'main': 'Catholics Gather in California, Haunted by Cardinal’s Scandal', 'kicker': None, 'content_kicker': None, 'print_headline': 'Catholics Gather in California, Haunted by Cardinal’s Scandal', 'name': None, 'seo': None, 'sub': None}","Catholics Gather in California, Haunted by Cardinal’s Scandal",0.25,0.375,0.0,0.0,0.0,0.0,2013,2
A slowdown in health care costs and moderation in Republicans’ public stance may complicate President Obama’s effort to deliver a bipartisan compromise on entitlement spending.,"WASHINGTON — In some ways, the partisan standoff over looming budget cuts resembles earlier links in the chain of fiscal battles that began two years ago.","{'main': 'A Complex Role for Medicare in the Standoff in Washington', 'kicker': 'Political Memo', 'content_kicker': None, 'print_headline': 'A Complex Role for Medicare in the Standoff in Washington', 'name': None, 'seo': None, 'sub': None}",A Complex Role for Medicare in the Standoff in Washington,0.0,0.06666666666666667,0.0,0.5,-0.3,0.4,2013,2
Governors in both parties warned of the potentially damaging consequences across the country if President Obama and Congress do not agree on a plan to avoid across-the-board spending cuts that are scheduled to take effect beginning on Friday.,Governors in both parties warned on Sunday of the potentially damaging consequences across the country if President Obama and Congress do not agree on a plan to avoid across-the-board spending cuts that are scheduled to take effect beginning on Friday.,"{'main': 'Governors Issue Warning on Impact of Cuts', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Governors Issue Warning on Impact of Cuts,0.05,0.95,0.05,0.95,0.0,0.0,2013,2
"In some of his strongest public remarks about the reported Chinese-sponsored cyber attacks on American companies and government agencies, the chairman of the House Intelligence Committee said that the situation was “as bad as I’ve ever seen it and exponentially getting worse.”","In some of his strongest public remarks yet about the cyberattacks on American companies and government agencies that are believed to have been sponsored by China, the chairman of the House Intelligence Committee said Sunday that the situation was “as bad as I’ve ever seen it and exponentially getting worse.”","{'main': 'Lawmakers Dismiss China’s Denials Over Cyberattacks', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Lawmakers Dismiss China’s Denials Over Cyberattacks,-0.27499999999999997,0.3333333333333333,-0.27499999999999997,0.3333333333333333,0.0,0.0,2013,2
Estate sales can be a mixed bag — one where flashy household goods rub up against richer personal history.,"I don’t usually respond to e-mail invitations from people I don’t know, but the one from Judy Robinson, who runs one of Houston’s A-list estate sale companies, was hard to resist: “Estate sale from the Houston residence of the late Mildred Yount Manion II, heiress from an important Texas oil family and Kentucky’s famous Spindletop horse farm.” ","{'main': 'Sometimes the Things Are Not All Aubusson', 'kicker': 'Texas Monthly', 'content_kicker': None, 'print_headline': 'Sometimes The Things Are Not All Aubusson', 'name': None, 'seo': None, 'sub': None}",Sometimes the Things Are Not All Aubusson,-0.16666666666666666,0.35000000000000003,0.011666666666666648,0.6783333333333333,0.0,0.0,2013,2
"Michael Goldfarb, a founder of a conservative online magazine called The Washington Free Beacon, has combined journalism, politicking and campaign finance into a potent mix.","At 11:42 a.m. on Feb. 14, a conservative online magazine called The Washington Free Beacon posted a dispatch about a speech Chuck Hagel gave in 2007 in which it said he called the State Department “an adjunct to the Israeli foreign minister’s office.”","{'main': 'A Conservative Provocateur, Using a Blowtorch as His Pen', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Conservative Provocateur, Using a Blowtorch as His Pen', 'name': None, 'seo': None, 'sub': None}","A Conservative Provocateur, Using a Blowtorch as His Pen",0.45,0.65,0.1375,0.4625,0.0,0.0,2013,2
The case of a man who killed his family but was not detained for psychiatric treatment he sought beforehand has led to calls for mental health codes in the state of Texas to be changed.,"SHERMAN — A worried call from his daughter’s boyfriend sent Paul Boren rushing to her apartment on the morning of March 27, 2004. He drove the eight blocks to her apartment, peering into his neighbors’ yards, searching for Andre Thomas, Laura Boren’s estranged husband. ","{'main': 'Advocates Seek Mental Health Changes, Including Power to Detain', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Advocates Seek Mental Health Changes, Including Power to Detain', 'name': None, 'seo': None, 'sub': None}","Advocates Seek Mental Health Changes, Including Power to Detain",-0.15000000000000002,0.1,0.0,0.0,-0.1,0.2,2013,2
"Observers say that John Cornyn, the senior Texas senator, has been burnishing his conservative credentials since Ted Cruz won a Senate seat.","After more than a decade representing blood-red Texas in the United States Senate, John Cornyn finds himself in an unusual spot: burnishing his conservative credentials.","{'main': 'Some See a Move by Cornyn to the Right', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Some See a Move by Cornyn to the Right', 'name': None, 'seo': None, 'sub': None}",Some See a Move by Cornyn to the Right,0.0,0.0,0.35,0.75,0.2857142857142857,0.5357142857142857,2013,2
"Karl Rove, the Republican strategy guru, is trying to root out right-wing extremists from the party. Prominent Republicans with more credibility than Mr. Rove need to consider this cause.","WASHINGTON — The late William F. Buckley and Karl Rove have little in common, other than the Republican Party and intelligence. Mr. Buckley’s politics were guided by principles; Mr. Rove’s principles are guided by politics.","{'main': 'A Struggle for Control of Republican Party', 'kicker': 'Letter From Washington', 'content_kicker': None, 'print_headline': 'A Struggle for Control of Republican Party', 'name': None, 'seo': None, 'sub': None}",A Struggle for Control of Republican Party,0.5,0.75,-0.228125,0.49375,0.0,0.0,2013,2
With less than a week before what was once unthinkable — deep across-the-board spending cuts — both the White House and Congress are eager to say sequestration was the other’s idea.,"WASHINGTON — First the White House and Congress created a potential fiscal crisis, agreeing more than a year ago to once-unthinkable governmentwide spending cuts in 2013 unless the two parties agreed to alternative ways to reduce budget deficits. ","{'main': 'Fault-Finding Grows Intense as Cuts Near', 'kicker': 'Political Memo', 'content_kicker': None, 'print_headline': 'Fault-Finding Grows Intense As Cuts Near', 'name': None, 'seo': None, 'sub': None}",Fault-Finding Grows Intense as Cuts Near,-0.04027777777777778,0.4236111111111111,0.1875,0.4583333333333333,0.15000000000000002,0.7,2013,2
Congressional Republicans plan to counter President Obama’s warnings about the impact of $85 billion in automatic budget cuts with a bill to give the White House flexibility in instituting those cuts.,"WASHINGTON — Congressional Republicans are preparing to counter increasingly dire warnings from President Obama about the impact of automatic budget cuts with a plan to give the administration more flexibility in instituting $85 billion in cuts, a proposal they say could protect the most vital programs while shifting more of the political fallout to the White House.","{'main': 'G.O.P. Drafts Plan to Give Obama Discretion on Cuts', 'kicker': None, 'content_kicker': None, 'print_headline': 'G.O.P. Drafts Plan to Give Obama Discretion on Cuts', 'name': None, 'seo': None, 'sub': None}",G.O.P. Drafts Plan to Give Obama Discretion on Cuts,0.0,0.0,0.26666666666666666,0.3333333333333333,0.0,0.0,2013,2
"Hospitals are working to further innovate “bloodless” operations, both to treat those who shun transfusions and to advance techniques that may be safer for all patients.","HOUSTON — Last April, after being told that only a transplant could save her from a fatal lung condition, Rebecca S. Tomczak began calling some of the top-ranked hospitals in the country.","{'main': '‘Bloodless’ Lung Transplants Offer Hint at Surgery’s Future', 'kicker': None, 'content_kicker': None, 'print_headline': '‘Bloodless’ Lung Transplants Offer Hint at Surgery’s Future', 'name': None, 'seo': None, 'sub': None}",‘Bloodless’ Lung Transplants Offer Hint at Surgery’s Future,0.0,0.5,0.0,0.5333333333333333,0.0,0.125,2013,2
"It might be foolish of me to think that rejections are what I should be hoping for, but I don’t want to face a difficult situation in the future.","Over the course of the past several weeks, I’ve abstained from thinking about an issue that I’m undecided about.","{'main': 'Waiting for More College Offers, and Wincing About Having to Choose', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","Waiting for More College Offers, and Wincing About Having to Choose",-0.25,0.5625,-0.125,0.125,0.3,0.25,2013,2
Leaders from some of the nation’s largest Christian congregations are urging President Obama and members of Congress to end their fiscal brinkmanship and find a balanced approach to reducing the deficit that will also protect the poorest Americans.,Leaders from some of the nation’s largest and most influential Christian congregations are urging President Obama and members of Congress to end their fiscal brinkmanship and find a way to agree on new revenue and spending cuts that will reduce the deficit while protecting the poorest Americans.,"{'main': 'Religious Groups Urge Deficit Reduction and Protection of the Poor', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Religious Groups Urge Deficit Reduction and Protection of the Poor,0.0,0.0,0.21212121212121213,0.3181818181818182,-0.2,0.425,2013,2
"Republicans are now ready to stand their ground on spending cuts that will hit the military hard, underscoring what some say was a miscalculation on President Obama’s part.","WASHINGTON — With Congress unlikely to stop deep automatic spending cuts that will strike hard at the military, the fiscal stalemate is highlighting a significant shift in the Republican Party: lawmakers most keenly dedicated to shrinking the size of government are now more dominant than the bloc committed foremost to a robust national defense, particularly in the House.","{'main': 'Acceptance of Defense Cuts Signals Shift in G.O.P. Focus', 'kicker': None, 'content_kicker': None, 'print_headline': 'Budget Impasse Signals a Shift in G.O.P.’s Focus', 'name': None, 'seo': None, 'sub': None}",Acceptance of Defense Cuts Signals Shift in G.O.P. Focus,-0.0638888888888889,0.38055555555555554,0.08124999999999999,0.46875000000000006,0.0,0.0,2013,2
"Shooting enthusiasts are creating legal trusts to acquire firearms whose sale is limited by federal law, a mechanism that can bypass the requirement for a criminal background check.","A growing number of shooting enthusiasts are creating legal trusts to acquire machine guns, silencers or other items whose sale is restricted by federal law — a mechanism that bypasses the need to obtain law enforcement approval or even undergo criminal background checks.","{'main': 'Trusts Offer a Legal Loophole for Buying Restricted Guns', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trusts Offer A Loophole For Guns With Limits', 'name': None, 'seo': None, 'sub': None}",Trusts Offer a Legal Loophole for Buying Restricted Guns,-0.09047619047619049,0.2976190476190476,-0.10833333333333334,0.375,0.2,0.2,2013,2
